1.608553501838E12,182.0
1.608553501839E12,182.0
1.608553501839E12,183.0
1.60855350184E12,169.0
1.60855350184E12,173.0
1.608553501841E12,168.0
1.608553502276E12,162.0
1.608553502276E12,160.0
1.608553502276E12,165.0
1.608553502278E12,171.0
1.608553502278E12,171.0
1.608553502279E12,162.0
1.608553502279E12,0.0
1.608553502279E12,160.0
1.60855350228E12,160.0
1.60855350228E12,166.0
1.608553502375E12,0.0
1.608553502375E12,175.0
1.608553502375E12,163.0
1.608553502375E12,15.0
1.608553502376E12,7.0
1.608553502376E12,160.0
1.608553502377E12,161.0
1.608553502377E12,1.0
1.608553502423E12,77.0
1.608553502423E12,166.0
1.608553502423E12,160.0
1.60855350243E12,160.0
1.60855350243E12,160.0
1.608553502431E12,175.0
1.608553502471E12,176.0
1.608553502471E12,161.0
1.608553502472E12,160.0
1.608553502472E12,161.0
1.608553502472E12,176.0
1.608553502473E12,180.0
1.608553502522E12,0.0
1.608553502522E12,176.0
1.608553502522E12,162.0
1.608553502523E12,161.0
1.608553502523E12,0.0
1.608553502523E12,169.0
1.608553502524E12,179.0
1.608553502525E12,17.0
1.608553502569E12,9.0
1.608553502569E12,163.0
1.608553502569E12,161.0
1.608553502569E12,1.0
1.608553502617E12,67.0
1.608553502617E12,179.0
1.608553502617E12,179.0
1.608553502618E12,165.0
1.608553502618E12,161.0
1.608553502618E12,164.0
1.608553502666E12,179.0
1.608553502666E12,179.0
1.608553502666E12,166.0
1.608553502668E12,161.0
1.608553502668E12,161.0
1.608553502668E12,178.0
1.608553502715E12,0.0
1.608553502715E12,179.0
1.608553502715E12,168.0
1.608553502716E12,161.0
1.608553502717E12,0.0
1.608553502717E12,161.0
1.608553502717E12,177.0
1.608553502718E12,17.0
1.608553502763E12,9.0
1.608553502763E12,171.0
1.608553502763E12,161.0
1.608553502763E12,1.0
1.608553502764E12,61.0
1.608553502765E12,177.0
1.608553502765E12,179.0
1.608553502812E12,178.0
1.608553502813E12,162.0
1.608553502813E12,159.0
1.608553502813E12,169.0
1.608553502814E12,178.0
1.608553502814E12,178.0
1.60855350286E12,163.0
1.608553502861E12,159.0
1.608553502862E12,165.0
1.608553502862E12,159.0
1.608553502863E12,161.0
1.608553502863E12,177.0
1.608553502909E12,178.0
1.60855350291E12,167.0
1.60855350291E12,159.0
1.60855350291E12,178.0
1.608553502911E12,172.0
1.608553502911E12,160.0
1.608553502959E12,159.0
1.608553502959E12,174.0
1.608553502959E12,178.0
1.60855350296E12,159.0
1.60855350296E12,171.0
1.608553502962E12,178.0
1.608553503007E12,169.0
1.608553503007E12,160.0
1.608553503007E12,159.0
1.608553503009E12,175.0
1.608553503009E12,172.0
1.608553503009E12,178.0
1.60855350301E12,178.0
1.608553503056E12,177.0
1.608553503056E12,163.0
1.608553503056E12,159.0
1.608553503057E12,163.0
1.608553503058E12,177.0
1.608553503058E12,178.0
1.608553503104E12,165.0
1.608553503105E12,159.0
1.608553503105E12,159.0
1.608553503154E12,176.0
1.608553503159E12,178.0
1.608553503159E12,167.0
1.60855350316E12,0.0
1.60855350316E12,157.0
1.60855350316E12,159.0
1.60855350316E12,175.0
1.608553503202E12,0.0
1.608553503202E12,178.0
1.608553503202E12,170.0
1.608553503202E12,15.0
1.608553503203E12,9.0
1.608553503203E12,159.0
1.608553503203E12,175.0
1.608553503203E12,1.0
1.608553503251E12,78.0
1.608553503252E12,173.0
1.608553503252E12,160.0
1.608553503252E12,177.0
1.608553503252E12,177.0
1.608553503253E12,160.0
1.608553503299E12,158.0
1.6085535033E12,172.0
1.6085535033E12,177.0
1.608553503301E12,158.0
1.608553503301E12,165.0
1.608553503301E12,176.0
1.608553503349E12,177.0
1.60855350335E12,163.0
1.60855350335E12,158.0
1.608553503397E12,174.0
1.608553503397E12,177.0
1.608553503398E12,166.0
1.608553503416E12,159.0
1.608553503416E12,158.0
1.608553503416E12,175.0
1.608553503446E12,159.0
1.608553503446E12,158.0
1.608553503447E12,172.0
1.608553503447E12,177.0
1.608553503448E12,177.0
1.608553503448E12,160.0
1.608553503495E12,158.0
1.608553503495E12,170.0
1.608553503495E12,177.0
1.608553503496E12,0.0
1.608553503496E12,177.0
1.608553503496E12,161.0
1.608553503497E12,158.0
1.608553503543E12,0.0
1.608553503543E12,168.0
1.608553503544E12,177.0
1.608553503544E12,17.0
1.608553503593E12,7.0
1.608553503593E12,162.0
1.608553503593E12,158.0
1.608553503593E12,1.0
1.608553503594E12,65.0
1.608553503594E12,176.0
1.608553503595E12,177.0
1.608553503641E12,165.0
1.608553503641E12,159.0
1.608553503642E12,159.0
1.608553503644E12,158.0
1.608553503644E12,167.0
1.608553503644E12,176.0
1.608553503646E12,177.0
1.608553503646E12,162.0
1.608553503646E12,158.0
1.608553503689E12,164.0
1.608553503689E12,176.0
1.60855350369E12,177.0
1.608553503691E12,158.0
1.608553503691E12,159.0
1.608553503692E12,176.0
1.608553503738E12,177.0
1.608553503738E12,165.0
1.608553503739E12,158.0
1.608553503739E12,173.0
1.608553503739E12,177.0
1.608553503739E12,170.0
1.608553503787E12,159.0
1.608553503787E12,158.0
1.608553503787E12,173.0
1.608553503789E12,162.0
1.608553503789E12,176.0
1.608553503789E12,177.0
1.608553503835E12,163.0
1.608553503836E12,158.0
1.608553503836E12,159.0
1.608553503837E12,175.0
1.608553503838E12,177.0
1.608553503838E12,165.0
1.608553503885E12,167.0
1.608553503885E12,158.0
1.608553503885E12,158.0
1.608553503886E12,174.0
1.608553503886E12,177.0
1.608553503886E12,171.0
1.608553503933E12,157.0
1.608553503934E12,171.0
1.608553503934E12,177.0
1.608553503935E12,177.0
1.608553503936E12,160.0
1.608553503936E12,158.0
1.608553503982E12,169.0
1.608553503982E12,177.0
1.608553503982E12,177.0
1.608553503983E12,0.0
1.608553503984E12,161.0
1.608553503984E12,158.0
1.608553503984E12,166.0
1.608553504031E12,0.0
1.608553504031E12,175.0
