1.608549823717E12,0.0,205492.0
1.608549823717E12,0.25,185609.6303354683
1.608549823717E12,0.5,132936.66362105912
1.608549823717E12,0.75,65484.03990410612
1.608549823717E12,1.0,5316.763853478511
1.608549823717E12,1.25,32540.11016166032
1.608549823717E12,1.5,40634.30811659343
1.608549823717E12,1.75,25790.87803617573
1.608549823717E12,2.0,1802.3910794005822
1.608549823717E12,2.25,16876.807501371863
1.608549823717E12,2.5,21475.832944389746
1.608549823717E12,2.75,11919.555784135762
1.608549823717E12,3.0,4652.744623475792
1.608549823717E12,3.25,18539.161802702256
1.608549823717E12,3.5,22731.843084331584
1.608549823717E12,3.75,16140.559920759591
1.608549823717E12,4.0,3563.926295073188
1.608549823717E12,4.25,8391.41610598409
1.608549823717E12,4.5,12963.693538399
1.608549823717E12,4.75,9045.413114905401
1.608549823717E12,5.0,561.7132928441406
1.608549823717E12,5.25,9384.867499741582
1.608549823717E12,5.5,13402.107886809965
1.608549823717E12,5.75,10808.586000060142
1.608549823717E12,6.0,3908.706657114502
1.608549823717E12,6.25,3290.023562753445
1.608549823717E12,6.5,6072.626387726634
1.608549823717E12,6.75,3584.202284317651
1.608549823717E12,7.0,3073.1662561565818
1.608549823717E12,7.25,8962.338071733571
1.608549823717E12,7.5,11379.986873898382
1.608549823717E12,7.75,8968.782549701762
1.608549823717E12,8.0,3937.0631532196626
1.608549823717E12,8.25,5325.998710937018
1.608549823717E12,8.5,8433.46871097538
1.608549823717E12,8.75,7588.38920345231
1.608549823717E12,9.0,3608.146024155659
1.608549823717E12,9.25,4511.266797433371
1.608549823717E12,9.5,9429.106052354548
1.608549823717E12,9.75,12403.960371239971
1.608549823717E12,10.0,12631.244037419618
1.608549823717E12,10.25,10058.417937902816
1.608549823717E12,10.5,5162.437555568905
1.608549823717E12,10.75,3236.937618561467
1.608549823717E12,11.0,8561.441524445918
1.608549823717E12,11.25,11526.53159311926
1.608549823717E12,11.5,10156.974123635506
1.608549823717E12,11.75,5262.2360087423895
1.608549823717E12,12.0,4886.94294422956
1.608549823717E12,12.25,10143.165453080002
1.608549823717E12,12.5,12310.921794044549
1.608549823717E12,12.75,10293.906239589842
1.608549823717E12,13.0,5812.66584461512
1.608549823717E12,13.25,3503.123137229399
1.608549823717E12,13.5,4927.96742944558
1.608549823717E12,13.75,4728.494128735727
1.608549823717E12,14.0,3363.3260260681222
1.608549823717E12,14.25,3627.444492302372
1.608549823717E12,14.5,3942.9710489695426
1.608549823717E12,14.75,2319.3916908370247
1.608549823717E12,15.0,1380.8436981864306
1.608549823717E12,15.25,4013.5674635793894
1.608549823717E12,15.5,4934.32203988377
1.608549823717E12,15.75,3839.8501283095247
1.608549823717E12,16.0,3483.9918390881685
1.608549823717E12,16.25,5316.7963987412095
