523.1150,0.0000,84170.0000
523.1150,0.2500,11005.5066
523.1160,0.5000,12320.7138
523.1160,0.7500,12490.0037
523.1160,1.0000,9302.8894
523.1160,1.2500,3596.3725
523.1170,1.5000,2780.4605
523.1170,1.7500,1689.0400
523.1170,2.0000,2282.2008
523.1180,2.2500,4208.9957
523.1180,2.5000,1716.7461
523.1180,2.7500,3721.7777
523.1190,3.0000,1883.9285
523.1190,3.2500,2126.6714
523.1190,3.5000,1109.0111
523.1190,3.7500,1517.1493
523.1200,4.0000,1599.2448
523.1200,4.2500,1140.4598
523.1200,4.5000,2564.5601
523.1200,4.7500,1525.8047
523.1210,5.0000,805.6080
523.1210,5.2500,1075.4798
523.1210,5.5000,943.7652
523.1210,5.7500,546.9804
523.1220,6.0000,2424.0606
523.1220,6.2500,1328.2737
523.1220,6.5000,625.8345
523.1220,6.7500,1392.7409
523.1230,7.0000,429.2580
523.1230,7.2500,273.3880
523.1230,7.5000,989.1257
523.1240,7.7500,1411.6440
523.1240,8.0000,1563.6326
523.1240,8.2500,1031.0661
523.1240,8.5000,3219.5477
523.1250,8.7500,1546.5124
523.1250,9.0000,645.4697
523.1250,9.2500,43.9363
523.1250,9.5000,876.7910
523.1260,9.7500,2888.4907
523.1260,10.0000,885.1436
523.1260,10.2500,1440.4652
523.1260,10.5000,1688.5325
523.1270,10.7500,855.5083
523.1270,11.0000,2594.5035
523.1270,11.2500,686.5400
523.1280,11.5000,984.2709
523.1280,11.7500,672.8560
523.1280,12.0000,2264.2170
523.1280,12.2500,1482.5007
523.1290,12.5000,817.0926
523.1290,12.7500,521.4880
523.1290,13.0000,688.2129
523.1300,13.2500,917.0356
523.1300,13.5000,530.3658
523.1300,13.7500,170.7902
523.1300,14.0000,389.5277
523.1310,14.2500,295.5870
523.1310,14.5000,316.2743
523.1310,14.7500,526.9925
523.1310,15.0000,680.0847
523.1320,15.2500,552.1405
523.1320,15.5000,418.9009
523.1320,15.7500,440.6778
523.1320,16.0000,267.8258
523.1330,16.2500,275.1636
523.1330,16.5000,492.3194
523.1330,16.7500,568.4070
523.1340,17.0000,487.3952
523.1340,17.2500,183.0713
523.1340,17.5000,455.8706
523.1340,17.7500,200.2612
523.1350,18.0000,496.3930
523.1350,18.2500,760.4770
523.1350,18.5000,225.2620
523.1350,18.7500,637.7405
523.1360,19.0000,451.7431
523.1360,19.2500,267.7298
523.1360,19.5000,854.1870
523.1370,19.7500,369.5918
523.1370,20.0000,89.6937
523.1370,20.2500,427.9464
523.1370,20.5000,1311.2041
523.1380,20.7500,910.6512
523.1380,21.0000,710.1435
523.1380,21.2500,506.4761
523.1390,21.5000,387.1950
523.1390,21.7500,689.4811
523.1390,22.0000,99.5625
523.1400,22.2500,215.8479
523.1400,22.5000,795.4283
523.1400,22.7500,360.6479
523.1400,23.0000,697.0379
523.1400,23.2500,614.9518
523.1410,23.5000,493.0568
523.1410,23.7500,206.5452
523.1410,24.0000,664.7572
523.1410,24.2500,291.1472
523.1420,24.5000,275.1010
523.1420,24.7500,129.1394
523.1420,25.0000,515.1536
523.1420,25.2500,496.8922
523.1420,25.5000,461.9561
523.1430,25.7500,308.5207
523.1430,26.0000,363.6342
523.1430,26.2500,503.4477
523.1430,26.5000,166.0791
523.1430,26.7500,160.3263
523.1440,27.0000,123.5240
523.1440,27.2500,188.8985
523.1440,27.5000,256.7822
523.1440,27.7500,377.5198
523.1450,28.0000,383.3438
523.1450,28.2500,205.7889
523.1450,28.5000,39.4823
523.1450,28.7500,153.7607
523.1450,29.0000,127.1056
523.1460,29.2500,507.6093
523.1460,29.5000,328.5496
523.1460,29.7500,204.6865
523.1460,30.0000,37.8539
523.1470,30.2500,690.7745
523.1470,30.5000,492.3041
523.1470,30.7500,441.7511
523.1470,31.0000,452.6722
523.1470,31.2500,499.4868
523.1480,31.5000,839.6396
523.1480,31.7500,475.8393
523.1480,32.0000,156.2592
523.1480,32.2500,649.5395
523.1490,32.5000,500.6920
523.1490,32.7500,428.4073
523.1490,33.0000,651.9545
523.1490,33.2500,211.9782
523.1490,33.5000,644.5683
523.1500,33.7500,492.1532
523.1500,34.0000,316.8281
523.1500,34.2500,706.8296
523.1500,34.5000,47.4799
523.1500,34.7500,559.5583
523.1510,35.0000,537.5493
523.1510,35.2500,416.1095
523.1510,35.5000,403.3293
523.1510,35.7500,315.3326
523.1510,36.0000,460.4604
523.1520,36.2500,276.2658
523.1520,36.5000,451.9981
523.1520,36.7500,246.8494
523.1520,37.0000,384.9968
523.1530,37.2500,231.5941
523.1530,37.5000,156.0129
523.1530,37.7500,259.9185
523.1530,38.0000,345.8603
523.1530,38.2500,275.6762
523.1540,38.5000,556.4167
523.1540,38.7500,804.6543
523.1540,39.0000,430.2363
523.1550,39.2500,279.7777
523.1550,39.5000,432.4499
523.1550,39.7500,334.0684
523.1550,40.0000,823.9704
523.1560,40.2500,655.3317
523.1560,40.5000,547.8062
523.1560,40.7500,265.5328
523.1560,41.0000,871.3094
523.1560,41.2500,1086.5422
523.1570,41.5000,697.5861
523.1570,41.7500,717.2963
523.1570,42.0000,417.5774
523.1570,42.2500,507.8935
523.1570,42.5000,310.8634
523.1580,42.7500,254.2774
523.1580,43.0000,377.8126
523.1580,43.2500,1138.9154
523.1580,43.5000,1040.1297
523.1590,43.7500,680.3076
523.1590,44.0000,1101.7363
523.1590,44.2500,553.0432
523.1590,44.5000,623.4486
523.1600,44.7500,757.6302
523.1600,45.0000,1037.9158
523.1600,45.2500,678.9567
523.1600,45.5000,99.8250
523.1600,45.7500,842.0298
523.1610,46.0000,306.4113
523.1610,46.2500,351.9724
523.1610,46.5000,390.9212
523.1610,46.7500,156.8159
523.1620,47.0000,462.4642
523.1620,47.2500,338.7196
523.1620,47.5000,198.6420
523.1620,47.7500,297.7756
523.1630,48.0000,95.8892
523.1630,48.2500,383.5743
523.1630,48.5000,179.0960
523.1630,48.7500,369.3897
523.1630,49.0000,515.6850
523.1640,49.2500,48.7841
523.1640,49.5000,22.3532
523.1640,49.7500,428.3384
523.1640,50.0000,379.5994
523.1650,50.2500,226.7086
523.1650,50.5000,125.2474
523.1650,50.7500,207.0962
523.1650,51.0000,397.9372
523.1660,51.2500,155.7900
523.1660,51.5000,447.6223
523.1660,51.7500,287.9308
523.1660,52.0000,252.6086
523.1660,52.2500,692.2910
523.1670,52.5000,525.2846
523.1670,52.7500,81.6874
523.1670,53.0000,631.6852
523.1670,53.2500,542.6605
523.1680,53.5000,439.0339
523.1680,53.7500,804.4451
523.1680,54.0000,268.7279
523.1690,54.2500,506.9866
523.1690,54.5000,304.9650
523.1690,54.7500,577.4515
523.1690,55.0000,371.6193
523.1700,55.2500,1068.3517
523.1700,55.5000,1566.1983
523.1700,55.7500,458.4077
523.1700,56.0000,1522.6588
523.1700,56.2500,1139.4139
523.1710,56.5000,679.8369
523.1710,56.7500,810.1353
523.1710,57.0000,140.5219
523.1710,57.2500,1158.3758
523.1720,57.5000,1009.6422
523.1720,57.7500,630.7423
523.1720,58.0000,590.3383
523.1720,58.2500,364.3238
523.1720,58.5000,657.0441
523.1730,58.7500,304.2085
523.1730,59.0000,95.7018
523.1730,59.2500,770.5787
523.1730,59.5000,870.8014
523.1730,59.7500,332.9244
523.1740,60.0000,269.5495
523.1740,60.2500,191.3268
523.1740,60.5000,840.0495
523.1740,60.7500,1592.6844
523.1750,61.0000,687.5352
523.1750,61.2500,171.3279
523.1750,61.5000,426.1495
523.1750,61.7500,1554.3704
523.1750,62.0000,2093.4047
523.1760,62.2500,1353.5849
523.1760,62.5000,1039.1200
523.1760,62.7500,771.8961
523.1760,63.0000,501.4527
523.1770,63.2500,464.7125
523.1770,63.5000,914.4447
523.1770,63.7500,1788.9575
523.1770,64.0000,2761.7404
523.1770,64.2500,2555.5853
523.1780,64.5000,1947.6383
523.1780,64.7500,1781.2552
523.1780,65.0000,1571.9847
523.1780,65.2500,2248.8944
523.1790,65.5000,2033.6727
523.1790,65.7500,3235.0517
523.1790,66.0000,1935.3181
523.1790,66.2500,858.1887
523.1800,66.5000,1886.8201
523.1800,66.7500,585.6218
523.1800,67.0000,1564.5600
523.1800,67.2500,1356.2191
523.1800,67.5000,1383.5065
523.1810,67.7500,819.9959
523.1810,68.0000,1202.9474
523.1810,68.2500,931.9371
523.1810,68.5000,462.5777
523.1810,68.7500,1340.1431
523.1820,69.0000,711.5676
523.1820,69.2500,322.3163
523.1820,69.5000,974.5306
523.1820,69.7500,992.0900
523.1820,70.0000,515.5840
523.1820,70.2500,794.6209
523.1830,70.5000,1190.7516
523.1830,70.7500,751.1787
523.1830,71.0000,425.3792
523.1830,71.2500,387.9838
523.1830,71.5000,520.4359
523.1830,71.7500,1439.4928
523.1840,72.0000,748.0122
523.1840,72.2500,560.7521
523.1840,72.5000,309.3878
523.1840,72.7500,1006.0490
523.1840,73.0000,1542.2654
523.1850,73.2500,1054.0470
523.1850,73.5000,1553.4758
523.1850,73.7500,1685.6543
523.1850,74.0000,1940.2493
523.1850,74.2500,2022.9709
523.1850,74.5000,1343.4342
523.1860,74.7500,390.8508
523.1860,75.0000,780.3138
523.1860,75.2500,347.4660
