1.608552045919E12,473.0
1.60855204592E12,508.0
1.60855204592E12,542.0
1.608552045922E12,0.0
1.608552045926E12,488.0
1.608552045927E12,492.0
1.608552045928E12,466.0
1.608552046257E12,0.0
1.608552046258E12,504.0
1.608552046259E12,555.0
1.608552046259E12,64.0
1.60855204626E12,3.0
1.608552046261E12,616.0
1.608552046261E12,603.0
1.608552046261E12,6.0
1.608552046262E12,7.0
1.608552046263E12,684.0
1.608552046264E12,695.0
1.608552046306E12,697.0
1.608552046307E12,662.0
1.608552046307E12,621.0
1.608552046308E12,657.0
1.608552046309E12,692.0
1.60855204631E12,679.0
1.608552046355E12,639.0
1.608552046355E12,642.0
1.608552046356E12,656.0
1.608552046357E12,0.0
1.608552046357E12,713.0
1.608552046357E12,703.0
1.608552046358E12,659.0
1.608552046404E12,0.0
1.608552046404E12,628.0
1.608552046404E12,675.0
1.608552046404E12,68.0
1.608552046406E12,3.0
1.608552046406E12,705.0
1.608552046406E12,656.0
1.608552046407E12,6.0
1.608552046452E12,58.0
1.608552046453E12,706.0
1.608552046453E12,711.0
1.608552046454E12,704.0
1.608552046454E12,683.0
1.608552046454E12,682.0
1.608552046502E12,734.0
1.608552046502E12,777.0
1.608552046503E12,778.0
1.608552046505E12,733.0
1.608552046505E12,683.0
1.608552046506E12,720.0
1.60855204655E12,0.0
1.60855204655E12,770.0
1.60855204655E12,776.0
1.608552046551E12,716.0
1.608552046551E12,0.0
1.608552046552E12,682.0
1.608552046552E12,680.0
1.608552046552E12,76.0
1.608552046598E12,5.0
1.608552046599E12,806.0
1.608552046599E12,758.0
1.608552046599E12,7.0
1.6085520466E12,24.0
1.6085520466E12,744.0
1.6085520466E12,707.0
1.608552046648E12,716.0
1.608552046648E12,712.0
1.608552046648E12,709.0
1.608552046649E12,756.0
1.608552046649E12,735.0
1.608552046649E12,730.0
1.608552046696E12,774.0
1.608552046697E12,817.0
1.608552046697E12,715.0
1.608552046697E12,781.0
1.608552046698E12,705.0
1.608552046698E12,710.0
1.608552046745E12,739.0
1.608552046746E12,789.0
1.608552046746E12,780.0
1.608552046747E12,770.0
1.608552046747E12,801.0
1.608552046747E12,803.0
1.608552046794E12,811.0
1.608552046794E12,821.0
1.608552046795E12,798.0
1.608552046796E12,805.0
1.608552046796E12,712.0
1.608552046796E12,732.0
1.608552046842E12,0.0
1.608552046843E12,816.0
1.608552046843E12,786.0
1.608552046843E12,772.0
1.608552046844E12,0.0
1.608552046844E12,783.0
1.608552046844E12,814.0
1.608552046844E12,85.0
1.608552046891E12,835.0
1.608552046891E12,783.0
1.608552046891E12,801.0
1.608552046893E12,881.0
1.608552046894E12,861.0
1.608552046894E12,848.0
1.608552046989E12,854.0
1.608552046989E12,863.0
1.608552046989E12,890.0
1.60855204699E12,906.0
1.60855204699E12,868.0
1.60855204699E12,838.0
1.608552047037E12,900.0
1.608552047037E12,752.0
1.608552047038E12,813.0
1.608552047039E12,907.0
1.608552047039E12,896.0
1.608552047039E12,889.0
1.608552047086E12,845.0
1.608552047087E12,830.0
1.608552047087E12,892.0
1.608552047087E12,827.0
1.608552047088E12,828.0
1.608552047088E12,844.0
1.608552047135E12,815.0
1.608552047135E12,823.0
1.608552047136E12,876.0
1.608552047184E12,868.0
1.608552047184E12,890.0
1.608552047184E12,847.0
1.608552047185E12,0.0
1.608552047185E12,802.0
1.608552047186E12,857.0
1.608552047186E12,884.0
1.608552047232E12,0.0
1.608552047233E12,874.0
